"accession","length","isolate","isolation_source","host","organism","genotype","country_original","country","country_code","collection_date_original","collection_date"
"FJ445433","11729","SGEHICHS422808","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Aug-2008","2008-08-XX"
"FJ445432","11722","SGEHICHS422308","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Jul-2008","2008-07-XX"
"FJ445431","11722","SGEHICHS421708","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Jul-2008","2008-07-XX"
"FJ445430","11722","SGEHICHD93508","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Jul-2008","2008-07-XX"
"FJ445428","11717","LKRGCH1507","serum","Homo sapiens","Chikungunya virus","NA","Sri Lanka","Sri Lanka","LKA","May-2007","2007-05-XX"
"FJ445427","11717","LKMTCH2707","serum","Homo sapiens","Chikungunya virus","NA","Sri Lanka","Sri Lanka","LKA","Jul-2007","2007-07-XX"
"FJ445426","11717","LKEHCH13908","serum","Homo sapiens","Chikungunya virus","NA","Sri Lanka","Sri Lanka","LKA","Apr-2008","2008-04-XX"
"FJ445509","1317","SGEHICHS529408","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Aug-2008","2008-08-XX"
"FJ445508","1317","SGEHICHS524508","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Aug-2008","2008-08-XX"
"FJ445507","1317","SGEHICHS524408","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Aug-2008","2008-08-XX"
"FJ445506","1317","SGEHICHS523908","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Aug-2008","2008-08-XX"
"FJ445505","1317","SGEHICHS521208","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Aug-2008","2008-08-XX"
"FJ445504","1317","SGEHICHS516508","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Aug-2008","2008-08-XX"
"FJ445503","1317","SGEHICHD122708","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Aug-2008","2008-08-XX"
"FJ445501","1317","SGEHICHD122308","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Aug-2008","2008-08-XX"
"FJ445500","1317","SGEHICHD121108","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Aug-2008","2008-08-XX"
"FJ445499","1317","SGEHICHD119008","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Aug-2008","2008-08-XX"
"FJ445498","1317","SGEHICHD118808","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Aug-2008","2008-08-XX"
"FJ445497","1317","SGEHICHD116708","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Aug-2008","2008-08-XX"
"FJ445496","1317","SGEHICHD116308","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Aug-2008","2008-08-XX"
"FJ445495","1317","SGEHICHD115208","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Aug-2008","2008-08-XX"
"FJ445494","1317","SGEHICHD112608","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Aug-2008","2008-08-XX"
"FJ445493","1317","SGEHICHD112108","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Aug-2008","2008-08-XX"
"FJ445492","1317","SGEHICHD112008","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Aug-2008","2008-08-XX"
"FJ445491","1317","SGEHICHD111908","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Aug-2008","2008-08-XX"
"FJ445490","1317","SGEHICHD110908","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Aug-2008","2008-08-XX"
"FJ445489","1317","SGEHICHD110608","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Aug-2008","2008-08-XX"
"FJ445488","1317","SGEHICHD109308","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Aug-2008","2008-08-XX"
"FJ445487","1295","SGEHICHS107408","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Jan-2008","2008-01-XX"
"FJ445486","1317","SGEHICHS52907","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Jul-2007","2007-07-XX"
"FJ445485","1317","SGEHICHS03007","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Jan-2007","2007-01-XX"
"FJ445483","1317","SGEHICHS412308","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Jul-2008","2008-07-XX"
"FJ445482","1317","SGEHICHS403508","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Jun-2008","2008-06-XX"
"FJ445481","1317","SGEHICHD80808","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Jul-2008","2008-07-XX"
"FJ445480","1317","SGEHICHD87908","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Jul-2008","2008-07-XX"
"FJ445479","1317","SGEHICHD80908","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Jul-2008","2008-07-XX"
"FJ445478","1317","SGEHICHT438308","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","May-2008","2008-05-XX"
"FJ445477","1317","SGEHICHS409108","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Jul-2008","2008-07-XX"
"FJ445476","1317","SGEHICHD87708","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Jul-2008","2008-07-XX"
"FJ445475","1317","SGEHICHS394108","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Jun-2008","2008-06-XX"
"FJ445474","1317","SGEHICHD86308","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Jul-2008","2008-07-XX"
"FJ445473","1317","SGEHICHT896008","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","May-2008","2008-05-XX"
"FJ445472","1317","SGEHICHS356208","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","May-2008","2008-05-XX"
"FJ445471","1317","SGEHICHD85108","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Jul-2008","2008-07-XX"
"FJ445470","1317","SGEHICHD84008","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Jul-2008","2008-07-XX"
"FJ445469","1317","SGEHICHD78108","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Jun-2008","2008-06-XX"
"FJ445468","1317","SGEHICHS408508","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Jul-2008","2008-07-XX"
"FJ445467","1317","SGEHICHS456408","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Aug-2008","2008-08-XX"
"FJ445466","1317","SGEHICHS437408","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Aug-2008","2008-08-XX"
"FJ445465","1317","SGEHICHS436708","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Aug-2008","2008-08-XX"
"FJ445464","1317","SGEHICHS436408","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Aug-2008","2008-08-XX"
"FJ445462","1317","SGEHICHD96608","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Jul-2008","2008-07-XX"
"FJ445461","1317","SGEHICHD95408","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Jul-2008","2008-07-XX"
"FJ445460","1317","SGEHICHD89708","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Jul-2008","2008-07-XX"
"FJ445459","1317","SGEHICHD90608","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Jul-2008","2008-07-XX"
"FJ445458","1317","SGEHICHD92408","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Jul-2008","2008-07-XX"
"FJ445457","1317","SGEHICHD93808","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Jul-2008","2008-07-XX"
"FJ445456","1317","SGEHICHD94308","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Jul-2008","2008-07-XX"
"FJ445455","1317","SGEHICHT794408","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Jul-2008","2008-07-XX"
"FJ445454","1317","SGEHICHS430708","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Aug-2008","2008-08-XX"
"FJ445453","1317","SGEHICHS430108","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Aug-2008","2008-08-XX"
"FJ445452","1317","SGEHICHS429608","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Aug-2008","2008-08-XX"
"FJ445451","1317","SGEHICHS429208","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Aug-2008","2008-08-XX"
"FJ445450","1317","SGEHICHS429108","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Aug-2008","2008-08-XX"
"FJ445449","1317","SGEHICHS428808","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Aug-2008","2008-08-XX"
"FJ445448","1317","SGEHICHS427408","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Aug-2008","2008-08-XX"
"FJ445447","1317","SGEHICHS427108","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Aug-2008","2008-08-XX"
"FJ445446","1317","SGEHICHS427008","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Aug-2008","2008-08-XX"
"FJ445444","1317","SGEHICHS424408","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Aug-2008","2008-08-XX"
"FJ445442","1317","SGEHICHS478408","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Aug-2008","2008-08-XX"
"FJ445441","1317","SGEHICHS478008","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Aug-2008","2008-08-XX"
"FJ445440","1317","SGEHICHS459508","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Aug-2008","2008-08-XX"
"FJ445439","1317","SGEHICHD101808","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Aug-2008","2008-08-XX"
"FJ445438","1317","SGEHICHD101108","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Aug-2008","2008-08-XX"
"FJ445437","1317","SGEHICHD97508","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Jul-2008","2008-07-XX"
"FJ445436","1317","SGEHICHD97408","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Jul-2008","2008-07-XX"
"FJ445435","1317","SGEHICHT842808","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Jul-2008","2008-07-XX"
"FJ445434","1317","SGEHICHD90308","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Jul-2008","2008-07-XX"
"FJ445429","1317","SGEHICHD93408","serum","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","Jul-2008","2008-07-XX"
"FJ445425","1317","LKEHCH1908","serum","Homo sapiens","Chikungunya virus","NA","Sri Lanka","Sri Lanka","LKA","Apr-2008","2008-04-XX"
"FJ445424","1317","LKEHCH0408","serum","Homo sapiens","Chikungunya virus","NA","Sri Lanka","Sri Lanka","LKA","Apr-2008","2008-04-XX"
"KF283986","11537","L2","NA","Homo sapiens","Chikungunya virus","NA","Comoros: Grande Island","Comoros","COM","2005","2005-XX-XX"
"KM058063","235","CHIRM8210","serum","Homo sapiens","Chikungunya virus","NA","India","India","IND","2010","2010-XX-XX"
"KF985235","235","CHIRM7910","patient serum","Homo sapiens","Chikungunya virus","NA","India","India","IND","2010","2010-XX-XX"
"KF840729","245","CHIRM0310","patient serum","Homo sapiens","Chikungunya virus","NA","India","India","IND","2010","2010-XX-XX"
"HQ846359","11725","GD134","serum","Homo sapiens","Chikungunya virus","NA","China","China","CHN","Oct-2010","2010-10-XX"
"HQ846358","11730","GD139","serum","Homo sapiens","Chikungunya virus","NA","China","China","CHN","Oct-2010","2010-10-XX"
"HQ846357","11720","GD113","serum","Homo sapiens","Chikungunya virus","NA","China","China","CHN","Oct-2010","2010-10-XX"
"HQ846356","11746","GD115","serum","Homo sapiens","Chikungunya virus","NA","China","China","CHN","Oct-2010","2010-10-XX"
"FN295483","11612","MY/06/37348","host serum","Homo sapiens","Chikungunya virus","NA","Malaysia:Perak","Malaysia","MYS","Mar-2006","2006-03-XX"
"FN295485","11745","MY/08/065","host serum","Homo sapiens","Chikungunya virus","NA","Malaysia:Johor","Malaysia","MYS","2008","2008-XX-XX"
"FN295487","11818","MY/08/068","host serum","Homo sapiens","Chikungunya virus","NA","Malaysia:Johor","Malaysia","MYS","2008","2008-XX-XX"
"FN295484","11612","MY/06/37350","host serum","Homo sapiens","Chikungunya virus","NA","Malaysia:Perak","Malaysia","MYS","Mar-2006","2006-03-XX"
"JF274082","11829","IND-06-Guj","serum","Homo sapiens","Chikungunya virus","NA","India: Gujarat","India","IND","27-Sep-2006","2006-09-27"
"HM067743","3747","NA","NA","Homo sapiens","Chikungunya virus","NA","Singapore","Singapore","SGP","2009","2009-XX-XX"
"HQ659775","355","NA","serum","Homo sapiens","Chikungunya virus","NA","China","China","CHN","Oct-2010","2010-10-XX"
"HQ659774","332","NA","serum","Homo sapiens","Chikungunya virus","NA","China","China","CHN","Oct-2010","2010-10-XX"
"HQ392520","332","NA","NA","Homo sapiens","Chikungunya virus","NA","China","China","CHN","Oct-2010","2010-10-XX"
"HQ392519","332","NA","NA","Homo sapiens","Chikungunya virus","NA","China","China","CHN","Oct-2010","2010-10-XX"
"HQ392518","334","NA","NA","Homo sapiens","Chikungunya virus","NA","China","China","CHN","Oct-2010","2010-10-XX"
"HQ392517","326","NA","NA","Homo sapiens","Chikungunya virus","NA","China","China","CHN","Oct-2010","2010-10-XX"
"HV507552","39","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507551","39","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507550","38","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507549","44","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507548","41","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507547","44","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507546","39","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507545","44","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507544","38","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507543","40","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507542","47","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507541","38","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507540","48","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507539","46","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507538","44","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507537","43","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507536","41","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507535","47","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507534","42","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507533","45","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507532","40","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507531","42","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507530","40","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507529","37","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507528","51","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507527","43","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507526","40","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507525","43","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507524","46","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507523","44","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507522","100","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507521","147","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507520","71","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507519","77","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507518","124","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507517","131","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507516","118","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507515","62","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507514","68","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507513","115","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507512","88","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507511","64","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507510","136","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507509","127","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507508","132","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507507","120","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507506","167","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507505","91","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507504","97","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507503","146","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507502","151","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507501","138","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507500","81","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507499","88","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507498","134","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507497","108","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507496","84","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507495","156","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507494","148","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507493","152","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507574","39","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507573","39","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507572","38","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507571","38","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507570","38","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507569","38","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507568","34","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507567","37","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507566","40","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507565","44","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507564","42","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507563","39","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507562","39","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507561","39","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507560","39","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507559","37","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HV507558","43","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
